# language-input-glosspack-v1
# language=en
# source=CC-CEDICT (MDBG)
# source_sha256=1ACC073BCFE431C6002901ED8D19A16E32C4AD8D54F85BD746C4A4F50A2C589D
# license=CC-BY-SA-4.0 https://creativecommons.org/licenses/by-sa/4.0/
楊樹	poplar tree; various trees of genus Populus
楊樹菇	poplar mushroom (Cyclocybe aegerita)
楊浦區	Yangpu district, central Shanghai
楊深秀	Yang Shenxiu (1849-1898), one of the Six Gentlemen Martyrs 戊戌六君子 of...
楊潔篪	Yang Jiechi (1950-), Chinese politician and diplomat, foreign...
楊澄中	Yang Chengzhong (1913-1987), Chinese nuclear physicist
楊瀾	Yang Lan (1968-), Chinese media proprietor, journalist, and talk...
楊炯	Yang Jiong (650-693?), one of the Four Great Poets of the Early Tang...
楊玉環	Yang Yuhuan, aka Yang Guifei 杨贵妃 (719-756), famous Tang beauty...
楊百翰	Brigham Young
楊百翰大學	Brigham Young University
楊福家	Yang Fujia (1936-), nuclear physicist
楊秀清	Yang Xiuqing (1821-1856), organizer and commander-in-chief of the...
楊維	Yang Wei (1979-), PRC badminton player, women's doubles specialist
楊致遠	Jerry Yang (1968-), Taiwan-US millionaire and creator of Yahoo
楊虎城	Yang Hucheng (1893-1949), Chinese warlord and Nationalist general
楊貴妃	Yang Guifei (719-756), famous Tang beauty, consort of Emperor...
楊過	Yang Guo, protagonist of "The Return of the Condor Heroes" 神雕侠侣
楊采妮	Charlie Young (1974-), Hong Kong actress and singer
楊銳	Yang Rui (1855-1898), one of the Six Gentlemen Martyrs 戊戌六君子 of the...
楊開慧	Yang Kaihui (1901-1930), Mao Zedong's second wife
楊陵	see 杨陵区
楊陵區	Yangling, a district of Xianyang City 咸阳市, Shaanxi
楋	(archaic) species of tree mentioned in ancient texts
楍	old variant of 本
楎	clothes-horse
楓	maple (genus Acer)
楓木	maple
楓樹	maple
楓糖	maple syrup
楓葉	maple leaf
楓葉國	Canada
楓葉鼠	winter white dwarf hamster (Phodopus sungorus)
楓香木	Chinese sweetgum (Liquidambar formosana)
楓香樹	Chinese sweetgum (Liquidambar formosana)
楔	wedge; to hammer in (variant of 揳)
楔嘴鷯鶥	(bird species of China) Cachar wedge-billed babbler (Sphenocichla...
楔嘴鹩鹛	(bird species of China) Cachar wedge-billed babbler (Sphenocichla...
楔子	wedge; peg
楔尾伯劳	(bird species of China) Chinese grey shrike (Lanius sphenocercus)
楔尾伯勞	(bird species of China) Chinese grey shrike (Lanius sphenocercus)
楔尾綠鳩	(bird species of China) wedge-tailed green pigeon (Treron sphenurus)
楔尾绿鸠	(bird species of China) wedge-tailed green pigeon (Treron sphenurus)
楔尾鷗	(bird species of China) Ross's gull (Rhodostethia rosea)
楔尾鸥	(bird species of China) Ross's gull (Rhodostethia rosea)
楔形	cuneiform (letters); wedge-shape
楔形文字	cuneiform (Babylonian script)
楔形物	wedge
楗	material (such as rocks, earth, bamboo etc) used to hastily repair a...
楘	ornaments on chariot-shaft
楙	Cydonia japonica
楚	Chinese kingdom during the Spring and Autumn and Warring States...; pain
楚国	the state of Chu, one of the most important of the small states...
楚國	the state of Chu, one of the most important of the small states...
楚庄王	King Zhuang of Chu (reigned 613-591 BC), one of the Five Hegemons 春秋五霸
楚怀王	King Huai of Chu (reigned 328-299 BC)
楚懷王	King Huai of Chu (reigned 328-299 BC)
楚楚	neat; lovely
楚楚可怜	(idiom) pitiable; sweet, innocent and vulnerable
楚楚可憐	(idiom) pitiable; sweet, innocent and vulnerable
楚汉战争	Chu-Han Contention (206-202 BC), power struggle between Liu Bang 刘邦...
楚汉相争	see 楚汉战争
楚河汉界	lit. the river that divides Chu and Han
楚河漢界	lit. the river that divides Chu and Han
楚漢戰爭	Chu-Han Contention (206-202 BC), power struggle between Liu Bang 刘邦...
楚漢相爭	see 楚汉战争
楚莊王	King Zhuang of Chu (reigned 613-591 BC), one of the Five Hegemons 春秋五霸
楚辞	Songs of Chu, an anthology of poetic songs, many from the state of...
楚辭	Songs of Chu, an anthology of poetic songs, many from the state of...
楚雄	see 楚雄彝族自治州; see 楚雄市
楚雄州	see 楚雄彝族自治州
楚雄市	Chuxiong, a county-level city in Chuxiong Yi Autonomous Prefecture...
楚雄彝族自治州	Chuxiong Yi Autonomous Prefecture, in Yunnan Province 云南省
楛	(tree); broken utensil
楝	Melia japonica
楞	used in 楞迦; variant of 棱
楞严	one who surmounts all obstacles (Buddhism)
楞嚴	one who surmounts all obstacles (Buddhism)
楞头青	variant of 愣头青
楞子眼	vacant look of a drunk or imbecile
楞迦	Lanka (old term for Sri Lanka, Ceylon)
楞迦岛	Lanka (old term for Sri Lanka, Ceylon)
楞迦島	Lanka (old term for Sri Lanka, Ceylon)
楞頭青	variant of 愣头青
楠	Machilus nanmu; Chinese cedar
楠木	Phoebe zhennan; Machilus nanmu
楠格哈尔省	Nangarhar province of Afghanistan
楠格哈爾省	Nangarhar province of Afghanistan
楠梓	Nanzi or Nantzu district of Kaohsiung city 高雄市, south Taiwan
楠梓区	Nanzi or Nantzu district of Kaohsiung city 高雄市, south Taiwan
楠梓區	Nanzi or Nantzu district of Kaohsiung city 高雄市, south Taiwan
楠竹	see 毛竹
楢	Quercus glandulifera
楣	lintel; crossbeam
楥	(wooden) shoe last; variant of 楦
楦	(wooden) shoe last; to block (a hat)
楦头	toe box (of a shoe); shoe last (shoemaker's tool)
楦子	shoe tree; hat block
楦頭	toe box (of a shoe); shoe last (shoemaker's tool)
楨	privet (genus Ligustrum); mainstay
楩	(tree)
楪	small dish; window
楫	oar (archaic); variant of 楫
楬	a peg; tally
業	line of business; industry
業主	owner; proprietor
業內	(within) the industry; the profession
業力	(Buddhism) karma
業務	business; professional work
業務員	salesperson
業大	part-time college (abbr. for 业余大学)
業已	already
業師	teacher; one's teacher
業態	(retail industry) format
業根	the root cause (of evil); bane (Buddhism)
業海	sea of evil; endless crime
業滿	to have paid one's karmic debts (Buddhism)
業界	industry
業界標準	industry standard
業精於勤	mastery of study lies in diligence (idiom). You can only master a...
業經	already
業績	achievement; accomplishment
業者	dealer; trader
業荒於嬉	to be distracted from one's work and fail to achieve results (idiom)
業配	(media) writing an article or creating a video favorable to a...
業配文	advertorial
業障	karmic hindrance (Buddhism); money
業餘	in one's spare time; outside working hours
業餘大學	college for people who attend after work
業餘愛好者	hobbyist; amateur
業餘教育	spare-time education; evening classes
業餘者	amateur
業龍	evil dragon
楮	Broussonetia kasinoki
楮紙	kozogami
楮纸	kozogami
楯	draw forth; horizontal railing
楰	(tree)
楳	variant of 梅
極	extremely; pole (geography, physics)
極了	extremely; exceedingly
極值	maxima and minima; extremum
極光	aurora (meteorology)
極其	extremely
極刑	supreme penalty; execution
極力	to make a supreme effort; at all costs
極化	polarization
極北	extreme north
極北朱頂雀	(bird species of China) Arctic redpoll (Acanthis hornemanni)
極北柳鶯	(bird species of China) Arctic warbler (Phylloscopus borealis)
極南	extreme south
極右分子	extreme right-winger
極右翼	extreme right (politics)
極品	best quality; item of the highest quality
極地	polar region
極夜	polar night
極大	enormous; great
極大值	maximum value
極好	fabulous; superb
極客	geek
極寒	extreme cold
極小	minimal; extremely small
極少	very little; very few
極少數	extremely few; a small minority
極差	range (of a set of data) (statistics)
極度	extremely
極座標	(math.) polar coordinates
極座標系	(math.) polar coordinate system
極徑	modulus (distance from the origin in polar coordinates)
極性	(chemical, electrical) polarity; polarized
極晝	polar day
極有可能	extremely possible; probable
極東	the Far East; East Asia
極核	polar nucleus
極樂	bliss; extreme happiness
極樂世界	paradise (mainly Buddhist); Elysium
極權	totalitarian
極權主義	totalitarianism
極深研幾	deep and detailed investigation (idiom)
極為	extremely; exceedingly
極盛時期	most flourishing period; Golden Age
極目遠望	as far as the eye can see
極短篇小說	flash fiction
極端	extreme
極端主義	extremism
極端之惡	(philosophy) radical evil
極端分子	extremist
極簡主義	minimalism
極細小	extremely small; infinitesimal
極致	peak; pinnacle
極角	polar angle; argument (angle in polar coordinates)
極超	hyper-; ultra-
極軸	polar axis (x-axis in polar coordinates)
極辣	very spicy
極道	yakuza
極限	limit; extreme boundary
極限運動	extreme sport
極點	extreme point; pole
楷	Chinese pistachio tree (Pistacia chinensis); model
楷书	regular script (Chinese calligraphic style)
楷体	regular script (Chinese calligraphic style)
楷字	regular script (Chinese calligraphic style)
楷書	regular script (Chinese calligraphic style)
楷模	model; example
楷體	regular script (Chinese calligraphic style)
楸	Catalpa; Mallotus japonicus
楸树	Catalpa bungei or Manchurian Catalpa, a tea plant
楸樹	Catalpa bungei or Manchurian Catalpa, a tea plant
楹	pillar
楹联	couplet (hung on the columns of a hall)
楹聯	couplet (hung on the columns of a hall)
楻	variant of 艎
楼	house with more than 1 story; storied building
楼上	upstairs; previous poster in a forum thread
楼下	downstairs
楼主	original poster (in an online forum)
楼兰	Loulan, aka Kroraina, ancient oasis town on the Silk Road near Lop...
楼凤	prostitute who provides services in a private apartment
楼厢	loft
楼台	balcony; terrace
楼子	pavilion; variant of 娄子
楼宇	building
楼层	floor; story (of a building)
楼市	real estate market
楼座	gallery seat (in theater)
楼房	a building of two or more stories
楼板	floor; floor (ie. metal plate, concrete slab, wooden planking etc)
楼栋	building
楼梯	stair; staircase
楼梯口	head of a flight of stairs
楼梯台	staircase balcony; landing
楼梯间	staircase; flight of stairs
楼橹	watch tower; movable battlefield turret
楼盘	building under construction; commercial property
楼船	ship with several decks; turreted junk
楼花	apartment building offered for sale before construction is completed
楼道	corridor; passageway (in storied building)
楼阁	building; pavilion
楼阁塔	multistory pagoda
楼面	floor
楼顶	top of a building
榀	classifier for roof beams and trusses
概	(bound form) general; approximate
概况	general situation; summary
概型	(math.) a scheme
概型理論	scheme theory (math.)
概型理论	scheme theory (math.)
概形	scheme (in algebraic geometry)
概念	concept; idea
概念化	conceptualization
概念地图	mind map
概念地圖	mind map
概念驅動加工	concept-driven processing
概念驗證	proof of concept
概念驱动加工	concept-driven processing
概念验证	proof of concept
概括	to summarize; to generalize
概括化	generalization
概数	approximate number; imprecise indication of quantity (e.g. 十几, 两三百, 一千多)
概數	approximate number; imprecise indication of quantity (e.g. 十几, 两三百, 一千多)
概況	general situation; summary
概测法	rough-and-ready method; rule of thumb
概測法	rough-and-ready method; rule of thumb
概率	probability (math.)
概率論	probability (math.)
概率论	probability (math.)
概而不論	fuzzy about the details
概而不论	fuzzy about the details
概而言之	same as 总而言之
概要	outline
概覽	general overview; to skim through
概觀	to survey; to take stock of
概观	to survey; to take stock of
概览	general overview; to skim through
概論	outline; introduction
概论	outline; introduction
概述	overview
榃	raised path between fields
榄	(bound form) olive
榄角	black olive (Canarium tramdenum)
榅	used in 榅桲
榅桲	quince (Cydonia oblonga)
榆	elm
榆中	see 榆中县
榆中县	Yuzhong, a county in Lanzhou City 兰州市, Gansu
榆中縣	Yuzhong, a county in Lanzhou City 兰州市, Gansu
榆木	elm; elmwood
榆木疙瘩	(lit.) knot on an elm tree (idiom); blockhead
榆木脑壳	a blockhead; a thickhead
榆木脑袋	thickhead; thick skull (i.e. the brain of a thickhead)
榆木腦殼	a blockhead; a thickhead
榆木腦袋	thickhead; thick skull (i.e. the brain of a thickhead)
榆林	see 榆林市
榆林市	Yulin, prefecture-level city in Shaanxi Province 陕西省
榆树	elm; see 榆树市
榆树市	Yushu, a county-level city in Changchun City 长春市, Jilin
榆樹	elm; see 榆树市
榆樹市	Yushu, a county-level city in Changchun City 长春市, Jilin
榆次	see 榆次区
榆次区	Yuci, a district of Jinzhong City 晋中市, Shanxi
榆次區	Yuci, a district of Jinzhong City 晋中市, Shanxi
榆社	see 榆社县
榆社县	Yushe, a county in Jinzhong City 晋中市, Shanxi
榆社縣	Yushe, a county in Jinzhong City 晋中市, Shanxi
榆罔	Yuwang (c. 2000 BC), last of the legendary Flame Emperors 炎帝...
榆阳	see 榆阳区
榆阳区	Yuyang, a district of Yulin City 榆林市, Shaanxi
榆陽	see 榆阳区
榆陽區	Yuyang, a district of Yulin City 榆林市, Shaanxi
榇	Sterculia plantanifolia; coffin
榈	palm tree
榉	Zeikowa acuminata
榉木	beech
榎	(evergreen shrub); Celtis sinensis
榔	tall tree (archaic)
榔头	hammer; large hammer
榔榆	Chinese or lacebark elm (Ulmus parvifolia)
榔槺	cumbersome; awkward and clumsy
榔頭	hammer; large hammer
榕	Rong, another name for Fuzhou 福州; Chinese banyan (Ficus microcarpa)
榕城	see 榕城区
榕城区	Rongcheng, a district of Jieyang City 揭阳市, Guangdong
榕城區	Rongcheng, a district of Jieyang City 揭阳市, Guangdong
榕树	banyan
榕樹	banyan
榕江	see 榕江县
榕江县	Rongjiang, a county in Qiandongnan Miao and Dong Autonomous...
榕江縣	Rongjiang, a county in Qiandongnan Miao and Dong Autonomous...
榖	paper mulberry tree
榘	variant of 矩
榛	(bound form) hazelnut tree (Corylus heterophylla)
榛仁	hazelnut kernel; hazelnut "meat"
榛仁儿	erhua variant of 榛仁
榛仁兒	erhua variant of 榛仁
榛子	hazelnut
榛实	hazelnut
榛實	hazelnut
榛果	filbert; hazelnut
榛栗	hazelnut
榛榛	overgrown with wild plants
榛色	filbert
榛芜	wilderness; bushy and weedy
榛莽	luxuriant vegetation
榛蕪	wilderness; bushy and weedy
榛薮	dense wood
榛藪	dense wood
榛雞	hazel grouse
榛鸡	hazel grouse
榜	notice or announcement; list of names
榜一大哥	highest-ranking donor of a live streamer
榜单	list of successful applicants for college admission
榜單	list of successful applicants for college admission
榜样	model; example (for people to follow)
榜樣	model; example (for people to follow)
榜眼	candidate who came second in the Han-lin examination; see 状元
榜笞	to beat; to flog
榜葛剌	old Chinese name for Bengal, now written 孟加拉
榜首	top of the list
榠	used in 榠楂
榠楂	Chinese quince (Pseudocydonia sinensis)
榡	Quercus dentata
榤	a stump on which chickens roost
榥	screen
榦	tree trunk
榧	Torreya nucifera
榨	to press; to extract (juice)
榨乾	to squeeze dry; to exhaust
榨取	to extract; to squeeze out (juice etc)
榨干	to squeeze dry; to exhaust
榨汁	to juice fruit or vegetables
榨汁机	juicer
榨汁機	juicer
榨油	to extract oil from vegetables; to press
榨菜	hot pickled mustard tuber
榨酒池	winepress
榪	headboard
榫	(cabinetmaking) tenon
榫凿	mortise chisel
榫卯	mortise and tenon
榫头	tenon (wooden projection to fit into a mortise)
榫眼	mortise (slot cut into wood to receive a tenon)
榫銷	dowel; carpenter's pin
榫鑿	mortise chisel
榫销	dowel; carpenter's pin
榫頭	tenon (wooden projection to fit into a mortise)
榭	pavilion
榮	glory; honor
榮任	to be appointed or elevated to a post
榮光	glory
榮光頌	Gloria (in Catholic mass)
榮威	Roewe (brand)
榮宗耀祖	see 光宗耀祖
榮市	Vinh, Vietnam
榮幸	honored (to have the privilege of ...)
榮成	see 荣成市
榮成市	Rongcheng, a county-level city in Weihai City 威海市, Shandong
榮成灣	Roncheng bay near Weihai 威海市 on north coast of Shandong
榮昌	see 荣昌区
榮昌區	Rongchang, a district of Chongqing 重庆
榮景	period of prosperity
榮枯	flourishing and withering (of plants); prosperity and decline
榮格	Carl Gustav Jung (1875-1961), Swiss psychiatrist
榮歸	to return home with honor
榮歸主	Gloria (section of Catholic mass)
榮歸故里	to return home with honor
榮毅仁	Rong Yiren (1916-2005), PRC Vice President from 1993-1998, played an...
榮民	retired soldier; veteran (abbr. for 荣誉国民)
榮獲	be honored with
榮登	(of a list, music chart etc) to reach the top
榮祿大夫	a rank in government service
榮縣	Rong County or Rongxian, a county in Zigong City 自贡市, Sichuan
榮總	Veterans General Hospital (used in the names of hospitals in Taipei...
榮美	glorious
榮耀	honor; glory
榮華	glory and splendor
榮華富貴	glory, splendor, wealth and rank (idiom); high position and great wealth
榮譽	honor; credit
榮譽博士	honorary doctorate; Doctor Honoris Causae
榮譽國民	retired soldier; veteran
榮譽學位	honorary degree; (U.K. etc) honours degree
榮譽教授	emeritus professor
榮譽軍人	disabled soldier; serviceman wounded in action
榮軍	abbr. for 荣誉军人
榮辱	honor and disgrace; reputation
榮辱與共	(of friends or partners) to share both the honor and the disgrace...
榮辱觀	precepts regarding what is honorable and what is shameful (in...
榰	base of pillar; prop
榱	rafter (classical)
榲	used in 榅桲
榲桲	quince (Cydonia oblonga)
榴	pomegranate
榴弹	high explosive shell; grenade
榴弹发射器	grenade launcher
榴弹炮	howitzer
榴彈	high explosive shell; grenade
榴彈炮	howitzer
榴彈發射器	grenade launcher
榴梿	variant of 榴莲
榴槤	variant of 榴莲
榴莲	durian fruit; Durio zibethinus
榴莲族	worker who is capable but unpleasant to deal with
榴蓮	durian fruit; Durio zibethinus
榴蓮族	worker who is capable but unpleasant to deal with
榴霰弹	shrapnel shell; shrapnel
榴霰彈	shrapnel shell; shrapnel
榷	footbridge; toll, levy
榻	couch
榻床	divan; couch
榻榻米	tatami (loanword from Japanese)
榼	Pusaetha scandens
榾	scraps of wood
榿	alder
榿木	alder
榿樹	long peduncled alder (Alnus cremastogyne); Alnus trebeculata
槀	dried up; variant of 槁
槁	dried up; dried up (wood)
槃	wooden tray; variant of 盤/盘
槊	long lance
構	to construct; to form
構件	member; component
構圖	(art) composition
構型	structure; (spatial) configuration
構建	to construct (sth abstract)
構思	to design; to plot
構想	to conceive; concept
構想圖	notional diagram (i.e. made-up picture or artist's impression for...
構成	to constitute; to form
構架	structure
構樹	paper mulberry (Broussonetia papyrifera)
構築	to build; to construct
構詞	composite word
構詞學	morphology (linguistics)
構造	structure; composition
構造運動	tectonic movement; movement of earth's crust
構陷	to frame; to bring false charges against
槌	mallet; pestle
槌球	croquet
槍	gun; firearm
槍傷	gunshot wound
槍刺	bayonet
槍匪	bandits with guns; an armed criminal
槍口	muzzle of a gun
槍子	bullet
槍崩	to shoot dead
槍彈	bullet
槍戰	gun battle; firefight
槍手	gunman; sharpshooter
槍打出頭鳥	the shot hits the bird that pokes its head out (idiom)
槍托	butt of a gun; stock
槍把兒	butt of a gun
槍擊	to shoot with a gun; shooting incident
槍擊案	a shooting
槍支	a gun; guns in general
槍斃	to execute by firing squad; to shoot dead
槍替	to substitute for sb in sitting an examination
槍林箭雨	forest of spear, rain of arrows
槍枝	variant of 枪支
槍栓	gun bolt
槍桿	gun barrel
槍桿兒	gun barrel
槍桿子	gun barrel
槍械	firearm
槍榴彈	rifle grenade
槍機	bolt of gun
槍殺	to shoot dead
槍決	to execute by firing squad; same as 槍斃/枪毙
槍法	marksmanship
槍灰色	gunmetal gray
槍烏賊	squid
槍版	amateur pirated DVD, made e.g. by shooting a running movie
槍眼	loophole (for firing); embrasure
槍砲	firearm
槍筒	barrel of a gun
槍管	gun barrel
槍聲	crack; shooting sound
槍膛	bore of a gun
槍術	qiang (spear)
槍衣	gun cover
槍閂	breech bolt (e.g. of rifle)
槎	a raft made of bamboo or wood; to fell trees
槐	Chinese scholar tree (Sophora japonica); Japanese pagoda tree
槐树	locust tree (Sophora japonica)
槐樹	locust tree (Sophora japonica)
槐荫	see 槐荫区
槐荫区	Huaiyin, a district of Jinan City 济南市, Shandong
槐蔭	see 槐荫区
槐蔭區	Huaiyin, a district of Jinan City 济南市, Shandong
槑	emphatic variant of 呆; old variant of 梅
槓	coffin-bearing pole; thick pole
槓上	to get into a dispute with
槓刀	to sharpen a knife (or razor etc)
槓夫	pole carrier; coffin-bearer
槓子	thick bar; solid carrying pole
槓掉	to cross out
槓桿	lever; pry bar
槓槓的	(originally northeast dialect) excellent; great
槓盪	to shake; to rock
槓鈴	barbell
槓頭	chief coffin bearer; argumentative person
槓龜	to lose one's shirt (gambling)
槔	used in 桔槔
槕	old variant of 桌
槖	variant of 橐
槚	Catalpa, a genus of mostly deciduous trees; also called Thea sinensis
槛	banister; balustrade
槛花笼鹤	a flower in a cage, a crane in a basket (idiom); prisoner
槛车	cart with cage, used to escort prisoner
槜	see 槜李
槜李	ancient place in modern day Zhejiang Province; plum with bright red skin
槟	Taiwan pr; used in 槟子
槟城	Penang (Malaysian state)
槟子	binzi, a species of apple which is slightly sour and astringent
槟州	Penang (Malaysian state)
槟椥	Ben Tre, province and city in Vietnam
槟榔	betel palm (Areca catechu); betel nut
槟榔屿	(old name) Penang Island, Malaysia
槟榔西施	betel nut beauty: a skimpily-dressed, attractive girl who sells...
槟知	Ben Tre, province and city in Vietnam
槠	Quercus glanca
槢	a hard wood
槤	to thresh (using a flail); see 梿枷, flail
槤枷	variant of 连枷
槥	coffin
槧	wooden tablet; edition
槨	outer coffin
槩	old variant of 概
槪	variant of 概
槭	maple; also pr
槭木	maple (timber)
槭树	maple
槭樹	maple
槭糖浆	maple syrup
槭糖漿	maple syrup
槮	lush growth (trees); fishing using bundled wood (archaic)
槱	ritual bonfire
槲	Mongolian oak (Quercus dentata); see also 槲树
槲寄生	mistletoe
槲栎	oriental white oak (Quercus aliena)
槲树	Mongolian oak (Quercus dentata); Daimyo oak
槲樹	Mongolian oak (Quercus dentata); Daimyo oak
槲櫟	oriental white oak (Quercus aliena)
槲鶇	(bird species of China) mistle thrush (Turdus viscivorus)
槲鸫	(bird species of China) mistle thrush (Turdus viscivorus)
槳	oar; paddle
槳手	rower; oarsman
槳板	stand-up paddleboarding (SUP); stand-up paddleboard
槵	soapberry (order Sapindales)
槵子	fruit of the Sapindus trees (used for Buddhist prayer beads)
槹	variant of 槔
槺	empty space inside a building
槻	zelkova tree
槼	variant of 规
槽	trough; manger
槽位	slot
槽坊	brewery; papermaking craft shop (in former times)
槽头	feeding trough in stable
槽孔	slot; groove
槽点	an aspect that invites ridicule (e.g. a film's plot inconsistencies...
槽牙	molar; back tooth
槽車	tanker (truck)
槽车	tanker (truck)
槽鋼	steel groove; V-shaped steel bar
槽钢	steel groove; V-shaped steel bar
槽頭	feeding trough in stable
槽點	an aspect that invites ridicule (e.g. a film's plot inconsistencies...
槽齒目	Thecodontia (obsolete taxonomic grouping of reptiles)
槽齒類	thecodont (type of reptile that existed in the Permian and Triassic...
槽齿目	Thecodontia (obsolete taxonomic grouping of reptiles)
槽齿类	thecodont (type of reptile that existed in the Permian and Triassic...
槾	(tree)
槿	Hibiscus syriacus; transient
樁	stump; stake
樁構棧道	pile trestle
樁樁件件	each and every one
樁腳	pier foundation (architecture)
樂	happy; cheerful
樂不可支	overjoyed (idiom); as pleased as punch
樂不可極	(idiom) one should not overindulge in pleasure
樂不思蜀	indulge in pleasure and forget home and duty (idiom)
樂之	Ritz (cracker brand)
樂事	Lay's (brand); pleasure
樂亭	see 乐亭县
樂亭縣	Laoting, a county in Tangshan City 唐山市, Hebei
樂兒	see 乐子
樂句	musical phrase
樂呵呵	happily; giddily
樂善好施	kind and charitable
樂器	musical instrument
樂園	paradise
樂團	band; orchestra
樂土	happy place; paradise
樂在其中	to take pleasure in sth (idiom)
樂壇	music circles; music world
樂天	Lotte (South Korean conglomerate); carefree
樂天派	happy-go-lucky people; optimists
樂天知命	to be content with what one is
樂子	fun; pleasure
樂安	see 乐安县
樂安縣	Le'an, a county in Fuzhou City 抚州市, Jiangxi
樂山	see 乐山市
樂山市	Leshan, prefecture-level city in Sichuan Province 四川省
樂師	musician
樂平	see 乐平市
樂平市	Leping, a county-level city in Jingdezhen City 景德镇市, Jiangxi
樂府	yuefu (Chinese style of lyric poetry)
樂府詩集	Collection of Yuefu Songs and Ballads, compiled in the 11th century...
樂律	tuning; temperament
樂意	to be willing to do sth; to be ready to do sth
樂感	musicality; feel for music
樂手	instrumental performer
樂捐	to donate
樂於	willing (to do sth); to take pleasure in
樂於助人	(idiom) willing to help others
樂施會	Oxfam (Oxford Committee for Famine Relief)
樂昌	see 乐昌市
樂昌之鏡	see 乐昌破镜
樂昌分鏡	see 乐昌破镜
樂昌市	Lechang, a county-level city in Shaoguan City 韶关市, Guangdong
樂昌破鏡	(lit.) the story of the broken mirror of Princess Lechang 乐昌公主 (In...
樂曲	musical composition
樂東	Ledong Lizu autonomous county, Hainan
樂東縣	Ledong Lizu autonomous county, Hainan
樂東黎族自治縣	Ledong Lizu autonomous county, Hainan
樂業	see 乐业县
樂業縣	Leye, a county in Baise City 百色市, Guangxi
樂極生悲	extreme joy turns to sorrow (idiom)
樂此不倦	see 乐此不疲
樂此不疲	(idiom) to enjoy sth and never tire of it
樂歪	to be thrilled; (of sb's mouth) to form a grin
樂活	LOHAS (lifestyles of health and sustainability)
樂浪郡	Lelang commandery (108 BC-313 AD), one of four Han dynasty...
樂清	see 乐清市
樂清市	Yueqing, a county-level city in Wenzhou City 温州市, Zhejiang
樂滋滋	contented; happy
樂理	music theory
樂福鞋	loafer shoes (loanword)
樂章	movement (of a symphony)
樂經	Book of Music, said to be one of the Six Classics lost after Qin's...
樂羊羊	Happy sheep (group of five cartoon sheep), mascot of 2010 Guangzhou...
樂至	see 乐至县
樂至縣	Lezhi, a county in Ziyang City 资阳市, Sichuan
樂色	trash; garbage (pun on the Taiwan pr. of 垃圾)
樂華梅蘭	Leroy Merlin (PRC DIY chain)
樂蒂	Betty Loh Ti, Chinese actress
樂蜀	Luxor, city in Egypt (Cantonese transliteration)
樂見	to be pleased to see (a circumstance, occurrence etc)
樂見其成	to look favorably on sth; would be glad see it happen
樂觀	optimistic; hopeful
樂觀主義	optimism
樂觀其成	to look favorably on sth; would be glad to see it happen
樂譜	a musical score; sheet music
樂購	Tesco, UK-based supermarket chain
樂趣	delight; pleasure
樂迷	music fan
樂透	lotto
樂道	to take delight in talking about sth
樂都	see 乐都区
樂都區	Ledu, a district of Haidong City 海东市, Qinghai
樂開花	to burst with joy
樂陵	see 乐陵市
樂陵市	Laoling, a county-level city in Dezhou City 德州市, Shandong
樂陶陶	joyful; cheerful
樂隊	band; pop group
樂音	musical note; tone
樂顛了餡	ecstatic; overjoyed
樂高	Lego, Danish brand of plastic building blocks
樂齡	golden years (after the age of about 60)
樅	fir tree; used in 枞阳 (the name of a place in Anhui)
樅樹	fir
樅陽	see 枞阳县
樅陽縣	Zongyang, a county in Tongling City 铜陵市, Anhui
樆	manjack or cordia (genus Cordia); rowan or mountain ash (genus Sorbus)
樊	fence; surname Fan
樊城	see 樊城区
樊城区	Fancheng, a district of Xiangyang City 襄阳市, Hubei
樊城區	Fancheng, a district of Xiangyang City 襄阳市, Hubei
樊笼	bird cage; prison
樊篱	(lit.) fence; hedge
樊籠	bird cage; prison
樊籬	(lit.) fence; hedge
樎	manger
樏	(archaic) simple sedan chair for traveling in the mountains
樐	old variant of 橹
樑	variant of 梁
樓	house with more than 1 story; storied building
樓上	upstairs; previous poster in a forum thread
樓下	downstairs
樓主	original poster (in an online forum)
樓子	pavilion; variant of 娄子
樓宇	building
樓層	floor; story (of a building)
樓市	real estate market
樓座	gallery seat (in theater)
樓廂	loft
樓房	a building of two or more stories
樓板	floor; floor (ie. metal plate, concrete slab, wooden planking etc)
樓梯	stair; staircase
樓梯口	head of a flight of stairs
樓梯臺	staircase balcony; landing
樓梯間	staircase; flight of stairs
樓棟	building
樓櫓	watch tower; movable battlefield turret
樓盤	building under construction; commercial property
樓臺	balcony; terrace
樓船	ship with several decks; turreted junk
樓花	apartment building offered for sale before construction is completed
樓蘭	Loulan, aka Kroraina, ancient oasis town on the Silk Road near Lop...
樓道	corridor; passageway (in storied building)
樓閣	building; pavilion
樓閣塔	multistory pagoda
樓面	floor
樓頂	top of a building
樓鳳	prostitute who provides services in a private apartment
樕	shrub
樗	simaroubaceae
樗蒱	a kind of ancient game played with a set of two-sided dice
樘	a pillar; pillar
標	mark; sign
標價	to mark the price; marked price
標兵	parade guards (usually spaced out along parade routes); example
標售	to sell by tender
標圖	mark on map or chart
標地	plot of land
標定	to stake out (the boundaries of a property etc); to demarcate
標尺	surveyor's rod; staff
標幟	banner; standard
標底	base number (of a tender); starting price (for auction)
標度	scale
標得	to win (sth) in a bid
標新取異	to start on sth new and different (idiom); to display originality
標新立異	to make a show of being original or unconventional (idiom)
標新競異	to start on sth new and different (idiom); to display originality
