# language-input-glosspack-v1
# language=en
# source=CC-CEDICT (MDBG)
# source_sha256=1ACC073BCFE431C6002901ED8D19A16E32C4AD8D54F85BD746C4A4F50A2C589D
# license=CC-BY-SA-4.0 https://creativecommons.org/licenses/by-sa/4.0/
平常	ordinary; common
平常心	levelheadedness; calmness
平常日	weekday
平平	average; mediocre
平平常常	nothing out of the ordinary; unglamorous
平平无奇	(idiom) ordinary; unremarkable
平平無奇	(idiom) ordinary; unremarkable
平年	common year
平底	flat bottomed; low heeled
平底鍋	frying pan
平底锅	frying pan
平度	see 平度市
平度市	Pingdu, a county-level city in Qingdao City 青岛市, Shandong
平庸	mediocre; indifferent
平庸之恶	(philosophy) banal evil
平庸之惡	(philosophy) banal evil
平庸之輩	a nobody; a nonentity
平庸之辈	a nobody; a nonentity
平復	to calm down; to subside
平心而論	(idiom) in all fairness; objectively speaking
平心而论	(idiom) in all fairness; objectively speaking
平快車	local express
平快车	local express
平息	(of wind etc) to subside; to die down
平成	Heisei, Japanese era name, corresponding to the reign (1989-2019) of...
平房	bungalow; single-story house
平房区	Pingfang, a district of Harbin City 哈尔滨市, Heilongjiang
平房區	Pingfang, a district of Harbin City 哈尔滨市, Heilongjiang
平手	(sports) draw; tie
平抑	to stabilize; to keep (prices, vermin etc) under control
平抚	to calm; to appease
平摆	yawing (of a boat)
平摊	to spread out; to share equally
平撫	to calm; to appease
平擺	yawing (of a boat)
平攤	to spread out; to share equally
平整	smooth; level
平方	square (as in square foot, square mile, square root)
平方公里	square kilometer
平方千米	square kilometer
平方反比定律	inverse-square law (physics)
平方反比律	inverse square law (physics)
平方平均数	root mean square (RMS); quadratic root
平方平均數	root mean square (RMS); quadratic root
平方根	square root
平方米	square meter
平方英尺	square foot (unit of area equal to 0.093 m²)
平日	ordinary day; everyday
平旦	daybreak; dawn
平时	ordinarily; in normal times
平时不烧香，临时抱佛脚	(lit.) to never burn incense when all's well, but clutch Buddha's...
平昌	see 平昌县
平昌县	Pingchang, a county in Bazhong City 巴中市, Sichuan
平昌縣	Pingchang, a county in Bazhong City 巴中市, Sichuan
平明	dawn; daybreak
平易	amiable (manner); unassuming
平易近人	amiable and approachable (idiom); easygoing
平時	ordinarily; in normal times
平時不燒香，臨時抱佛腳	(lit.) to never burn incense when all's well, but clutch Buddha's...
平替	(neologism c. 2021) cheaper alternative; affordable alternative
平月	February of a common year
平权	equal rights
平权措施	affirmative action
平板	slab; flat board
平板手机	phablet (large smartphone combining features of phone and tablet)
平板手機	phablet (large smartphone combining features of phone and tablet)
平板支撐	plank (exercise)
平板支撑	plank (exercise)
平板电脑	tablet computer
平板車	handcart; trolley
平板车	handcart; trolley
平板電腦	tablet computer
平果	see 平果市
平果市	Pingguo, a county-level city in Baise City 百色市, Guangxi
平桥	see 平桥区
平桥区	Pingqiao, a district of Xinyang City 信阳市, Henan
平樂	see 平乐县
平樂縣	Pingle, a county in Guilin City 桂林市, Guangxi
平橋	see 平桥区
平橋區	Pingqiao, a district of Xinyang City 信阳市, Henan
平權	equal rights
平權措施	affirmative action
平步青云	to rapidly go up in the world
平步青雲	to rapidly go up in the world
平武	see 平武县
平武县	Pingwu, a county in Mianyang City 绵阳市, Sichuan
平武縣	Pingwu, a county in Mianyang City 绵阳市, Sichuan
平毀	to raze to the ground; to demolish
平毁	to raze to the ground; to demolish
平民	ordinary people; commoner (contrasted with the privileged)
平江	see 平江县
平江县	Pingjiang, a county in Yueyang City 岳阳市, Hunan
平江縣	Pingjiang, a county in Yueyang City 岳阳市, Hunan
平泉	see 平泉市
平泉市	Pingquan, a county-level city in Chengde City 承德市, Hebei
平津战役	Pingjin Campaign (Nov 1948-Jan 1949), one of the three major...
平津戰役	Pingjin Campaign (Nov 1948-Jan 1949), one of the three major...
平流层	stratosphere
平流層	stratosphere
平涼	see 平凉市
平涼市	Pingliang, prefecture-level city in Gansu Province 甘肃省
平淡	flat; dull
平淡无奇	ordinary and mediocre (idiom); nothing to write home about
平淡無奇	ordinary and mediocre (idiom); nothing to write home about
平添	to add or gain sth without additional effort
平減	to deflate; to decrease (number, esp. price)
平湖	see 平湖市
平湖市	Pinghu, a county-level city in Jiaxing City 嘉兴市, Zhejiang
平滑	flat and smooth
平滑字	(typography) sans serif
平滑肌	smooth muscle (anatomy); non-striated muscle
平潭	see 平潭县
平潭县	Pingtan, a county in Fuzhou City 福州市, Fujian
平潭縣	Pingtan, a county in Fuzhou City 福州市, Fujian
平版	lithographic plate
平生	all one's life
平生不做亏心事，半夜敲门心不惊	He who never wrongs others does not fear the knock in the night
平生不做虧心事，半夜敲門心不驚	He who never wrongs others does not fear the knock in the night
平畴	level farmland; well-cultivated land
平疇	level farmland; well-cultivated land
平白	for no reason; gratuitously
平白无故	(idiom) for no reason whatever; inexplicably
平白無故	(idiom) for no reason whatever; inexplicably
平直	smooth; level
平移	translation (geometry)
平稳	smooth; steady
平穩	smooth; steady
平空	variant of 凭空
平等	equal; equality
平等主义	egalitarianism
平等主義	egalitarianism
平等互利	mutual benefit; to share profits equitably
平米	square meter (abbr. for 平方米)
平紋	plain weave
平素	usually; habitually
平緩	level; almost flat
平纹	plain weave
平缓	level; almost flat
平罗	see 平罗县
平罗县	Pingluo, a county in Shizuishan City 石嘴山市, Ningxia
平羅	see 平罗县
平羅縣	Pingluo, a county in Shizuishan City 石嘴山市, Ningxia
平聲	level or even tone; first and second tones in modern Mandarin
平胸	flat-chested
平臺	platform; terrace
平舆	see 平舆县
平舆县	Pingyu, a county in Zhumadian City 驻马店市, Henan
平舌音	alveolar
平芜	open grassland
平菇	oyster mushroom (Pleurotus ostreatus)
平蕪	open grassland
平行	parallel (in a spatial or geometric sense, or figuratively); concurrent
平行世界	parallel universe
平行公設	(geometry) the parallel postulate (Euclid's fifth postulate)
平行公设	(geometry) the parallel postulate (Euclid's fifth postulate)
平行六面体	(math.) parallelepiped
平行六面體	(math.) parallelepiped
平行四边形	parallelogram
平行四邊形	parallelogram
平行宇宙	parallel universe
平行时空	parallel universe
平行時空	parallel universe
平行線	parallel lines
平行线	parallel lines
平行計算	parallel computing
平行计算	parallel computing
平衡	balance; equilibrium
平衡态	balance; (state of) equilibrium
平衡態	balance; (state of) equilibrium
平衡木	beam (gymnastics); balance beam
平衡棒	haltere (insect anatomy)
平衡覺	sense of balance; equilibrioception
平衡觉	sense of balance; equilibrioception
平衡車	self-balancing scooter; balance bike
平衡车	self-balancing scooter; balance bike
平装	paperback; paper-cover
平装本	paperback (book)
平裝	paperback; paper-cover
平裝本	paperback (book)
平視	to look squarely at; to look straight ahead
平视	to look squarely at; to look straight ahead
平角	(math.) straight angle
平話	storytelling dramatic art dating back to Song and Yuan periods...
平话	storytelling dramatic art dating back to Song and Yuan periods...
平谷	see 平谷区
平谷区	Pinggu, a district of Beijing
平谷區	Pinggu, a district of Beijing
平賬	(accounting) to balance the books
平账	(accounting) to balance the books
平起平坐	to be on an equal footing
平身	to stand up (after kowtowing); You may rise
平輩	of the same generation
平輿	see 平舆县
平輿縣	Pingyu, a county in Zhumadian City 驻马店市, Henan
平辈	of the same generation
平远	see 平远县
平远县	Pingyuan, a county in Meizhou City 梅州市, Guangdong
平遙	see 平遥县
平遙縣	Pingyao, a county in Jinzhong City 晋中市, Shanxi
平遠	see 平远县
平遠縣	Pingyuan, a county in Meizhou City 梅州市, Guangdong
平遥	see 平遥县
平遥县	Pingyao, a county in Jinzhong City 晋中市, Shanxi
平邑	see 平邑县
平邑县	Pingyi, a county in Linyi City 临沂市, Shandong
平邑縣	Pingyi, a county in Linyi City 临沂市, Shandong
平邮	ordinary mail (not express or registered)
平郵	ordinary mail (not express or registered)
平鄉	see 平乡县
平鄉縣	Pingxiang, a county in Xingtai City 邢台市, Hebei
平野	Hirano (Japanese surname)
平鋪直敘	(idiom) (neutral) to narrate in a plain, unaffected manner
平鍋	pan
平铺直叙	(idiom) (neutral) to narrate in a plain, unaffected manner
平锅	pan
平阳	see 平阳县
平阳县	Pingyang, a county in Wenzhou City 温州市, Zhejiang
平阴	see 平阴县
平阴县	Pingyin, a county in Jinan City 济南市, Shandong
平陆	see 平陆县
平陆县	Pinglu, a county in Yuncheng City 运城市, Shanxi
平陰	see 平阴县
平陰縣	Pingyin, a county in Jinan City 济南市, Shandong
平陸	see 平陆县
平陸縣	Pinglu, a county in Yuncheng City 运城市, Shanxi
平陽	see 平阳县
平陽縣	Pingyang, a county in Wenzhou City 温州市, Zhejiang
平靖	to suppress rebellion and quell unrest; to bring calm and order to
平静	calm; tranquil
平靜	calm; tranquil
平面	(geometry) plane; flat surface
平面几何	plane geometry
平面图	a plan; a planar graph
平面圖	a plan; a planar graph
平面媒体	print media
平面媒體	print media
平面幾何	plane geometry
平面曲線	(math.) plane curve
平面曲线	(math.) plane curve
平面波	a plane wave
平面角	plane angle
平面設計	graphic design
平面设计	graphic design
平面鏡	(physics) plane mirror
平面镜	(physics) plane mirror
平頂	flat roof
平頂山	see 平顶山市
平頂山市	Pingdingshan, prefecture-level city in Henan Province 河南省
平順	smooth; smooth-going
平順縣	Pingshun, a county in Changzhi City 长治市, Shanxi
平頭	closely cropped hair; crew cut
平頭哥	honey badger (Mellivora capensis)
平頭百姓	common people; ordinary people
平顶	flat roof
平顶山	see 平顶山市
平顶山市	Pingdingshan, prefecture-level city in Henan Province 河南省
平顺	smooth; smooth-going
平顺县	Pingshun, a county in Changzhi City 长治市, Shanxi
平魯	see 平鲁区
平魯區	Pinglu, a district of Shuozhou City 朔州市, Shanxi
平鲁	see 平鲁区
平鲁区	Pinglu, a district of Shuozhou City 朔州市, Shanxi
年	year; grain
年三十	last day of the lunar year; Chinese New Year's Eve
年上	the older person in a romantic relationship; an older partner
年下	the younger person in a romantic relationship; a younger partner
年中	within the year; in the middle of the year
年久失修	old and in a state of disrepair (idiom); dilapidated
年之久	period of ... years
年事	years of age; age
年事已高	old in years
年产	annual production
年代	a decade of a century (e.g. the Sixties); age
年代初	beginning of an age; beginning of a decade
年代学	chronology (the science of determining the dates of past events)
年代學	chronology (the science of determining the dates of past events)
年份	particular year
年会	annual meeting
年來	this past year; over the last years
年俸	yearly salary
年假	annual leave; New Year holidays
年兄	lit. older brother
年內	during the current year
年关	end of the year
年内	during the current year
年刊	an annual; a yearbook
年初	beginning of the year
年前	by the end of the year; at the end of the year
年功加俸	increase in salary according to one's service record for the year...
年华	years; time
年历	calendar; diary
年友	member of a group who have gone through some experience in the same year
年号	reign title; year number (such as 2016 or 甲子)
年味	Spring Festival atmosphere; festive ambience of Chinese New Year
年均	annual average
年均增長率	average annual growth rate
年均增长率	average annual growth rate
年均日照	average annual sunshine (hours)
年報	annual report; annual publication
年壽	length of life; life span
年复一年	(idiom) over the years; year after year
年夜	lunar New Year's Eve
年夜飯	reunion dinner on Lunar New Year's Eve (Chinese New Year tradition)
年夜饭	reunion dinner on Lunar New Year's Eve (Chinese New Year tradition)
年头	start of the year; whole year
年头儿	erhua variant of 年头
年富力強	young and vigorous (idiom)
年富力强	young and vigorous (idiom)
年寿	length of life; life span
年尊	aged and respected; senior
年少	young; junior
年少无知	(idiom) young and inexperienced; unsophisticated
年少無知	(idiom) young and inexperienced; unsophisticated
年尾	end of the year
年岁	years of age; age
年已蹉跎	the years have already gone by; to be too old
年年	year after year; yearly
年年有余	lit. (may you) have abundance year after year
年年有餘	lit. (may you) have abundance year after year
年幼	young; underage
年底	the end of the year; year-end
年庚	date and time of a person's birth; age
年度	year (e.g. school year, fiscal year); annual
年度報告	annual report
年度大会	annual meeting; annual general meeting (AGM)
年度大會	annual meeting; annual general meeting (AGM)
年度报告	annual report
年度股东大会	annual shareholders' meeting
年度股東大會	annual shareholders' meeting
年度預算	annual budget
年度预算	annual budget
年復一年	(idiom) over the years; year after year
年息	annual interest
年成	the year's harvest
年报	annual report; annual publication
年收入	annual income
年曆	calendar; diary
年會	annual meeting
年月	months and year; time
年末	end of the year
年来	this past year; over the last years
年检	annual inspection
年楚河	Nyang qu or Nian chu River in Tibet, a tributary of Yarlung Tsangpo
年檢	annual inspection
年歲	years of age; age
年满	to have attained the age of
年滿	to have attained the age of
年產	annual production
年画	New Year (Spring Festival) picture
年画儿	erhua variant of 年画
年畫	New Year (Spring Festival) picture
年畫兒	erhua variant of 年画
年節	the New Year festival
年糕	nian gao, New Year cake, typically a sweet, steamed cake made with...
年紀	age
年紀輕輕	at such a young age; so young
年級	grade; year (in school, college etc)
年終	end of the year
年終獎	year-end bonus
年级	grade; year (in school, college etc)
年纪	age
年纪轻轻	at such a young age; so young
年终	end of the year
年终奖	year-end bonus
年老	aged
年老体弱	old and weak (idiom)
年老力衰	old and weak (idiom)
年老體弱	old and weak (idiom)
年节	the New Year festival
年華	years; time
年薪	annual salary
年號	reign title; year number (such as 2016 or 甲子)
年表	timeline; chronology
年誼	camaraderie between persons who have gone through some experience in...
年譜	chronicle (of sb's life)
年谊	camaraderie between persons who have gone through some experience in...
年谱	chronicle (of sb's life)
年貨	merchandise sold for Chinese New Year
年費	annual fee
年資	age and experience; seniority
年货	merchandise sold for Chinese New Year
年费	annual fee
年资	age and experience; seniority
年較差	annual range (temperature, humidity etc)
年載	years
年輕	young
年輕人	young people; youngster
年輕力壯	young and vigorous (idiom)
年輕化	to make more youthful; to promote younger staff
年輕有為	young and promising
年輕氣盛	full of youthful vigor (idiom); in the prime of youth
年輪	annual ring; growth ring
年輪蛋糕	baumkuchen (cake)
年轮	annual ring; growth ring
年轮蛋糕	baumkuchen (cake)
年轻	young
年轻人	young people; youngster
年轻力壮	young and vigorous (idiom)
年轻化	to make more youthful; to promote younger staff
年轻有为	young and promising
年轻气盛	full of youthful vigor (idiom); in the prime of youth
年载	years
年较差	annual range (temperature, humidity etc)
年过	over (a certain age)
年迈	old; aged
年逾	over (a certain age)
年逾古稀	over seventy years old
年過	over (a certain age)
年邁	old; aged
年金	annuity; pension
年鉴	annual report; yearbook
年鑑	annual report; yearbook
年長	senior
年长	senior
年間	in the years of; during those years
年關	end of the year
年间	in the years of; during those years
年限	age limit; fixed number of years
年青	youthful
年頭	start of the year; whole year
年頭兒	erhua variant of 年头
年高德劭	to be advanced in both years and virtue (idiom)
年齡	(a person's) age
年齡段	age group
年齡組	age group
年龄	(a person's) age
年龄段	age group
年龄组	age group
幵	flat; level
并	and; furthermore
并不	not at all; by no means
并不在乎	really does not care
并且	and; besides
并举	to develop simultaneously; to undertake concurrently
并入	to merge into; to incorporate in
并列	to stand side by side; to be juxtaposed
并卷机	ribbon lap machine
并发	to happen simultaneously; (of another disease) to erupt simultaneously
并发症	complications (undesired side-effect of medical procedure)
并发计算	concurrent computing
并口	parallel port (computing)
并吞	to swallow up; to annex
并坐	to sit together
并处	to impose an additional penalty
并存	to exist at the same time; to coexist
并拢	to draw together
并排	side by side; abreast
并未	(used to stress that sth did not turn out as one might have...
并条	drawing (textile industry)
并激	parallel excitation; shunt excitation
并称	joint name; combined name
并立	to exist side by side; to exist simultaneously
并系群	paraphyletic group; variant of 并系群
并纱	doubling (combining two or more lengths of yarn into a single thread)
并联	parallel connection
并肩	alongside; shoulder to shoulder
并肩作战	(idiom) to fight side by side; (by extension) to join forces
并臻	to arrive simultaneously
并蒂莲	lit. twin lotus flowers on one stalk; fig. a devoted married couple
并行	to proceed in parallel
并行不悖	to run in parallel without hindrance; not mutually exclusive
并行口	parallel port (computing)
并行程序	parallel program
并行计算	parallel computing; concurrent computing
并购	merger and acquisition (M and A); acquisition
并进	to advance together
并重	to give equal emphasis to; to attach equal importance to
并集	union (symbol ∪) (set theory)
并非	really isn't
并驾齐驱	(idiom) to run neck and neck; to keep pace with
幷	variant of 并
幸	trusted; intimate
幸事	sth fortunate; a lucky chance
幸亏	fortunately; luckily
幸会	nice to meet you
幸免	to avoid (an unpleasant fate)
幸喜	fortunately
幸好	fortunately
幸存	to survive (a disaster)
幸存者	survivor
幸會	nice to meet you
幸災樂禍	lit. to take joy in calamity and delight in disaster (idiom)
幸灾乐祸	lit. to take joy in calamity and delight in disaster (idiom)
幸甚	very fortunate
幸甚至哉	filled with joy (quotation from poems by Cao Cao 曹操)
幸福	happiness; happy
幸福学	eudemonics; hedonomics
幸福學	eudemonics; hedonomics
幸而	by good fortune; luckily
幸虧	fortunately; luckily
幸运	fortunate; lucky
幸运信	chain letter
幸运儿	winner; lucky guy
幸运抽奖	lucky draw; lottery
幸运曲奇	fortune cookie
幸运饼干	fortune cookie
幸进	to get through by luck; to be promoted by a fluke
幸進	to get through by luck; to be promoted by a fluke
幸運	fortunate; lucky
幸運信	chain letter
幸運兒	winner; lucky guy
幸運抽獎	lucky draw; lottery
幸運曲奇	fortune cookie
幸運餅乾	fortune cookie
幹	tree trunk; main part of sth
幹事	administrator; executive secretary
幹事長	secretary-general
幹什麼	what are you doing?; what's he up to?
幹仗	to quarrel (dialect)
幹你娘	fuck you! (literally, "fuck your mother")
幹勁	enthusiasm for doing sth
幹嗎	variant of 干嘛
幹嘛	what are you doing?; whatever for?
幹將	capable person
幹才	ability; capable
幹掉	to get rid of
幹材	capability; capable person
幹架	to come to blows; to have a row
幹校	school for cadres; May 7 Cadre School 五七干校
幹案	(Singapore, Malaysia) to commit an offence
幹活	to work; to be employed
幹活兒	erhua variant of 干活
幹流	main stream (of a river)
幹渠	trunk canal
幹細胞	stem cell
幹線	main line; trunk line
幹練	capable and experienced
幹群	cadres and masses; party officials and ordinary people
幹話	remark that sounds like it makes sense but is actually nonsense
幹警	police; police cadres
幹道	arterial road; main road
幹部	cadre; official
幹飯	to have a meal
幹麼	variant of 干嘛
幺	youngest; most junior
幺二	one-two or ace-deuce (smallest throw at dice); a prostitute
幺儿	youngest son
幺女	youngest daughter
幺并矢	idemfactor (math.)
幺点	ace
幺鸡	(mahjong) bird tile; one bam
幺麽小丑	(idiom) insignificant wretch
幻	fantasy
幻化	to be transformed; to metamorphose
幻听	auditory hallucination
幻境	land of fantasy; fairyland
幻夢	fantasy; illusion
幻影	phantom; mirage
幻想	to fantasize; to imagine
幻数	(physics) magic number
幻數	(physics) magic number
幻景	illusion; mirage
幻术	illusion magic
幻梦	fantasy; illusion
幻椅式	chair (yoga pose)
幻滅	(of dreams, hopes etc) to vanish; to evaporate
幻灭	(of dreams, hopes etc) to vanish; to evaporate
幻灯	lantern slides
幻灯机	slide projector; overhead projector
幻灯片	(computing) presentation slide; (photography) slide
幻燈	lantern slides
幻燈機	slide projector; overhead projector
幻燈片	(computing) presentation slide; (photography) slide
幻聽	auditory hallucination
幻肢	(medicine) phantom limb
幻術	illusion magic
幻覺	illusion; hallucination
幻覺劑	hallucinogen
幻觉	illusion; hallucination
幻觉剂	hallucinogen
幻象	illusion
幼	young
幼仔	(zoology) the young; immature offspring
幼体	the young (unborn or newborn) of an animal; larva
幼儿	young child; infant
幼儿园	kindergarten; nursery school
幼兒	young child; infant
幼兒園	kindergarten; nursery school
幼兽	cub
幼发拉底河	Euphrates River
幼吾幼，以及人之幼	to care for other's children as one's own
幼女	young girl
幼妹	younger sister
幼子	youngest son; very young son
幼小	young; immature
幼崽	(zoology) the young; immature offspring
幼师	preschool teacher (abbr. for 幼儿教师)
幼師	preschool teacher (abbr. for 幼儿教师)
幼年	childhood; infancy
幼弟	younger brother
幼态	baby-faced; having a childlike face
幼態	baby-faced; having a childlike face
幼教	preschool education (abbr. for 幼儿教育)
幼时	childhood
幼時	childhood
幼獸	cub
幼發拉底河	Euphrates River
幼稚	young; childish
幼稚园	kindergarten (Tw)
幼稚園	kindergarten (Tw)
幼童	young child
幼童军	Cub Scout
幼童軍	Cub Scout
幼苗	young sprout; bud
幼虫	(entomology) larva
幼蟲	(entomology) larva
幼雏	young bird; nestling
幼雛	young bird; nestling
幼馬	young horse; colt
幼马	young horse; colt
幼體	the young (unborn or newborn) of an animal; larva
幼齒	naive and innocent (girl or boy)
幼齿	naive and innocent (girl or boy)
幽	remote; hidden away
幽会	(usually of lovers) to rendezvous in secret
幽僻	secluded; quiet and remote
幽冥	dark; hell
幽囹	to keep in confinement; to confine
幽寂	(of a place) isolated and quiet
幽州	Youzhou, ancient province in north Hebei and Liaoning
幽幽	faint; indistinct
幽径	secluded path
幽徑	secluded path
幽微	faint; subtle (of sound, scent etc)
幽怨	hidden bitterness; secret grudge
幽明	the hidden and the visible; that which can be seen and that which cannot
幽暗	gloom
幽會	(usually of lovers) to rendezvous in secret
幽浮	UFO; unidentified flying object
幽浮迷	UFO enthusiast
幽深	serene and hidden in depth or distance
幽灵	specter; apparition
幽禁	to place under house arrest; to imprison
幽綠	moss green; dark sea green
幽绿	moss green; dark sea green
幽美	(of a location) beautiful and tranquil
幽谷	deep valley
幽邃	profound and unfathomable
幽門	pylorus (anatomy)
幽門螺旋桿菌	Helicobacter pylori (stomach bacterium)
幽門螺旋菌	Helicobacter pylori (stomach bacterium)
幽門螺桿菌	Helicobacter pylori (stomach bacterium)
幽閉恐懼	claustrophobia
幽閉恐懼症	claustrophobia
幽门	pylorus (anatomy)
幽门螺旋杆菌	Helicobacter pylori (stomach bacterium)
幽门螺旋菌	Helicobacter pylori (stomach bacterium)
幽门螺杆菌	Helicobacter pylori (stomach bacterium)
幽闭恐惧	claustrophobia
幽闭恐惧症	claustrophobia
幽雅	serene and elegant (of a place); ethereal (of music)
幽靈	specter; apparition
幽静	quiet; secluded
幽靜	quiet; secluded
幽香	delicate fragrance
幽魂	ghost; spirit (of the dead)
幽默	humor; humorous
幽默感	sense of humor
幾	almost; how many
幾丁	chitin
幾丁質	chitin
幾乎	almost; nearly
幾乎不	hardly; seems not
幾何	geometry; how much
幾何光學	geometric optics
幾何原本	Euclid's "Elements"
幾何圖形	geometric figure
幾何學	geometry
幾何平均數	geometric mean
幾何拓撲	(math.) geometric topology
幾何拓撲學	(math.) geometric topology
幾何級數	geometric series
幾何級數增長	exponential increase
幾何量	geometric quantity
幾個	a few; several
幾倍	several times (bigger); double, treble, quadruple etc
幾內亞	Guinea; Taiwan pr
幾內亞比索	Guinea-Bissau (Tw)
幾內亞比紹	Guinea-Bissau
幾內亞灣	Gulf of Guinea
幾分	somewhat; a bit
幾千	several thousand
幾可亂真	to seem almost genuine; easily mistaken for the real thing
幾多	how much; how many
幾天	several days
幾天來	for the past few days
幾希	not much; very little (e.g. difference)
幾年	a few years; several years
幾年來	for the past several years
幾度	how many times; several times
幾微	tiny; infinitesimal
幾時	at what time?; when?
幾樣	several kinds
幾次	several times
幾次三番	lit. twice then three times (idiom); fig. repeatedly
幾欲	almost; nearly going to
幾歲	how old are you? (familiar, or to a child)
幾率	probability; odds
幾米	Jimmy Liao (1958-), pen name of 廖福彬, Taiwanese illustrator and...
幾經	to go through numerous (setbacks, revisions etc)
幾維鳥	kiwi (bird) (loanword)
幾至	almost
幾號	heroin
幾許	how many; quite a few
幾諫	to admonish tactfully
幾近	to be on the brink of; to be on the verge of
幾進宮	to have served several sentences; recidivist
幾點	what time?; when?
广	"house on a cliff" radical in Chinese characters (Kangxi radical...
广东	see 广东省
广东人	Cantonese (people)
广东外语外贸大学	Guangdong University of Foreign Studies
广东海洋大学	Guangdong Ocean University
广东省	Guangdong Province, capital Guangzhou 广州市 (short name 粤)
广东科学技术职业学院	Guangdong Institute of Science and Technology
广东话	Cantonese language
广丰	see 广丰区
广丰区	Guangfeng, a district of Shangrao City 上饶市, Jiangxi
广为	widely
广义	broad sense; general sense
广义相对论	(physics) general relativity
广九	Guangdong and Kowloon (e.g. railway)
广九铁路	Guangdong and Kowloon railway
广交会	China Export Commodities Fair also known as the Canton Fair
广传	to propagate
广信	see 广信区
广信区	Guangxin, a district of Shangrao City 上饶市, Jiangxi
广元	see 广元市
广元市	Guangyuan, prefecture-level city in Sichuan Province 四川省
广南	see 广南县
广南县	Guangnan, a county in Wenshan Zhuang and Miao Autonomous Prefecture...
广博	extensive
广受好评	widely praised; well received
广告	to advertise; a commercial
广告主	advertiser
广告位	ad space; ad slot
广告商	advertising company
广告宣传	advertising; publicity
广告宣传画	placard; poster
广告宣传车	mobile billboard
广告拦截器	ad-blocker
广告条幅	banner advertisement
广告栏	advertising column (in a newspaper); bulletin board
广告片	advertising film; TV commercial
广告牌	billboard
广告衫	promotional T-shirt
广场	public square; plaza
广场恐怖症	agoraphobia
广场恐惧	agoraphobia
广场恐惧症	agoraphobia
广场舞	square dancing, an exercise routine performed to music in public...
广域市	metropolitan city, South Korean analog of PRC municipality 直辖市
广域网	wide area network; WAN
广域网路	wide area network; WAN
广外	abbr. for 广东外语外贸大学
广大	(of an area) vast or extensive; large-scale
广子	advertisement; ad
广宁	see 广宁县
广宁县	Guangning, a county in Zhaoqing City 肇庆市, Guangdong
广安	see 广安市; see 广安区
广安区	Guang'an, a district of Guang'an City 广安市, Sichuan
广安市	Guang'an, prefecture-level city in Sichuan Province 四川省
广安门	Guanganmen in Xuanwu 宣武區/宣武区 district of southwest Beijing
广宗	see 广宗县
广宗县	Guangzong, a county in Xingtai City 邢台市, Hebei
广岛	Hiroshima (prefecture and city in Japan)
广州	see 广州市
广州中医药大学	Guangzhou University of Chinese Medicine
广州市	Guangzhou, sub-provincial city and capital of Guangdong Province 广东省
广州日报	Guangzhou Daily
广州美术学院	Guangzhou Academy of Fine Arts
广平	see 广平县
广平县	Guangping, a county in Handan City 邯郸市, Hebei
广度	breadth
广开言路	to encourage the free airing of views (idiom)
广式	Cantonese-style
广德	see 广德市
广德市	Guangde, a county-level city in Xuancheng City 宣城市, Anhui
广播	broadcast; broadcasting
广播剧	radio drama
广播员	(radio) broadcaster
广播地址	broadcast address
广播室	broadcasting room
广播电台	radio station; broadcasting station
广播网	network
广播网路	broadcast network
广播节目	radio program; broadcast program
广昌	see 广昌县
广昌县	Guangchang, a county in Fuzhou City 抚州市, Jiangxi
广普	Guangdong pidgin (a mix of Standard Mandarin and Cantonese)
广柑	a variety of orange grown in Guangdong, Sichuan, Taiwan etc
广水	see 广水市
广水市	Guangshui, a county-level city in Suizhou City 随州市, Hubei
广汉	see 广汉市
广汉市	Guanghan, a county-level city in Deyang City 德阳市, Sichuan
广河	see 广河县
广河县	Guanghe, a county in Linxia Hui Autonomous Prefecture 临夏回族自治州, Gansu
广泛	wide; broad
广泛影响	wide ranging influence
广泛性焦虑症	generalized anxiety disorder (GAD)
广游	to travel widely (esp. as Daoist priest or Buddhist monk)
广漠	vast and empty
广灵	see 广灵县
广灵县	Guangling, a county in Datong City 大同市, Shanxi
广电	radio and television; broadcasting
广电总局	National Radio and Television Administration (NRTA) (abbr. for 国家广播电视总局)
广目天	Virupaksa (on of the Four Heavenly Kings)
广砚	Guangnan and Yanshan (in Yunnan)
广结良缘	to earn people's praise through one's good deeds (idiom)
广而告之	to publicize widely
广藿香	(botany) patchouli (Pogostemon cablin)
广袤	vast
广西	see 广西壮族自治区
广西壮族自治区	Guangxi Zhuang Autonomous Region, capital Nanning 南宁市 (short name 桂)
广西省	Guangxi Province, which in 1958 became Guangxi Zhuang Autonomous...
广角	wide-angle; panoramic
广角镜	wide-angle lens
广角镜头	wide angle camera shot
广谱	broad spectrum
广阔	wide; vast
广阳	see 广阳区
广阳区	Guangyang, a district of Langfang City 廊坊市, Hebei
广陵	see 广陵区
广陵区	Guangling, a district of Yangzhou City 扬州市, Jiangsu
广雅	earliest extant Chinese encyclopedia from Wei of the Three Kingdoms...
广韵	Guangyun, Chinese rime dictionary 韵书 from 11th century, containing...
广饶	see 广饶县
广饶县	Guangrao, a county in Dongying City 东营市, Shandong
庀	to prepare
庄	farmstead; village
庄严	solemn; dignified
庄周	same as Zhuangzi 庄子 (369-286 BC), Daoist author
庄周梦蝶	Zhuangzi 庄子 dreams of a butterfly (or is it the butterfly dreaming...
庄园	manor; feudal land
庄子	Zhuangzi (c. 369–286 BC), Daoist philosopher; village
庄客	farm hand
